ProductID,Category,Sub Category,Product Name ,Price,COGSPrice,Discount
PRO00329,Office Supplies,Fasteners,Secure Fix ,14.99,7.5,0.1
PRO00330,Office Supplies,Binders,Flexi Binder,14.99,7.5,0.1
PRO00331,Office Supplies,Art,Tape Dipenser,56,35,0.12
PRO00332,Technology,Machines,AutoMach Nova,2299,2165,0
PRO00333,Office Supplies,Art,Tape Dipenser,56,35,0.1
PRO00334,Office Supplies,Binders,Flexi Binder,14.99,7.5,0.1
PRO00335,Office Supplies,Art,Tape Dipenser,56,35,0.11
PRO00336,Office Supplies,Art,Tape Dipenser,56,35,0.12
PRO00337,Office Supplies,Envelopes,RoyalSeal Envelopes,12.99,5.5,0.12
PRO00338,Office Supplies,Paper,Eco Paper Roll,29.99,15,0.1
PRO00339,Office Supplies,Paper,Eco Paper Roll,29.99,15,0
PRO00340,Furniture,Furnishings,Cozyhaven Throw,59,30,0
PRO00341,Office Supplies,Art,Tape Dipenser,56,35,0
PRO00342,Furniture,Chairs,Relaxo Chair,199,120,0
PRO00343,Furniture,Chairs,Relaxo Chair,199,120,0
PRO00344,Technology,Copiers,Tech Replica Pro,49.99,30.99,0
PRO00345,Technology,Machines,AutoMach Nova,2299,2165,0.12
PRO00346,Office Supplies,Appliances,Calculator,25,19,0.15
PRO00347,Furniture,Bookcases,BookNest Pro ,249,150,0.12
PRO00348,Office Supplies,Storage,Horizon Storage,159,80,0.1
PRO00349,Technology,Accessories,Keyboard,99.23,45.56,0.1
PRO00350,Technology,Copiers,Tech Replica Pro,49.99,30.99,0.1
PRO00351,Office Supplies,Paper,Eco Paper Roll,29.99,15,0.12
PRO00352,Office Supplies,Art,Tape Dipenser,56,35,0
PRO00353,Office Supplies,Supplies,Pinecarft Wood Stain ,29.99,12.5,0
PRO00354,Office Supplies,Storage,Horizon Storage,159,80,0
PRO00355,Office Supplies,Appliances,Calculator,25,19,0.1
PRO00356,Office Supplies,Storage,Horizon Storage,159,80,0.12
PRO00357,Office Supplies,Binders,Flexi Binder,14.99,7.5,0.13
PRO00358,Office Supplies,Art,Tape Dipenser,56,35,0
PRO00359,Technology,Accessories,Card Reader,59.54,39.58,0
PRO00360,Office Supplies,Binders,Flexi Binder,14.99,7.5,0.1
PRO00361,Office Supplies,Labels,Clearmark Labels,12.99,6.5,0.1
PRO00362,Office Supplies,Binders,Flexi Binder,14.99,7.5,0.11
PRO00363,Furniture,Chairs,Relaxo Chair,199,120,0.12
PRO00364,Office Supplies,Storage,Horizon Storage,159,80,0.12
PRO00365,Office Supplies,Envelopes,RoyalSeal Envelopes,12.99,5.5,0.1
PRO00366,Office Supplies,Paper,Eco Paper Roll,29.99,15,0
PRO00367,Office Supplies,Binders,Flexi Binder,14.99,7.5,0
PRO00368,Office Supplies,Paper,Eco Paper Roll,29.99,15,0
PRO00369,Office Supplies,Binders,Flexi Binder,14.99,7.5,0
PRO00370,Office Supplies,Labels,Clearmark Labels,12.99,6.5,0
PRO00371,Furniture,Furnishings,Luxecushion Set,99,59,0
PRO00372,Office Supplies,Labels,Clearmark Labels,12.99,6.5,0.12
PRO00373,Furniture,Bookcases,BookNest Pro ,249,150,0.15
PRO00374,Office Supplies,Binders,Flexi Binder,14.99,7.5,0.12
PRO00375,Office Supplies,Storage,Horizon Storage,159,80,0.1
PRO00376,Technology,Phones,Iphone 15,1299,999.99,0.1
PRO00377,Technology,Machines,AutoMach Nova,2299,2165,0.1
PRO00378,Office Supplies,Supplies,Pinecarft Wood Stain ,29.99,12.5,0.12
PRO00379,Technology,Phones,Samsung,999,599.65,0
PRO00380,Office Supplies,Storage,Horizon Storage,159,80,0
PRO00381,Office Supplies,Supplies,Pinecarft Wood Stain ,29.99,12.5,0
PRO00382,Furniture,Furnishings,Luxecushion Set,99,59,0.1
PRO00383,Office Supplies,Envelopes,RoyalSeal Envelopes,12.99,5.5,0.12
PRO00384,Furniture,Furnishings,Luxecushion Set,99,59,0.1
PRO00385,Office Supplies,Art,Tape Dipenser,56,35,0.1
PRO00386,Office Supplies,Art,Tape Dipenser,56,35,0.11
PRO00387,Office Supplies,Envelopes,RoyalSeal Envelopes,12.99,5.5,0.12
PRO00388,Office Supplies,Fasteners,Secure Fix ,14.99,7.5,0.12
PRO00389,Office Supplies,Paper,Eco Paper Roll,29.99,15,0.1
PRO00390,Office Supplies,Binders,Flexi Binder,14.99,7.5,0
PRO00391,Office Supplies,Paper,Eco Paper Roll,29.99,15,0
PRO00392,Office Supplies,Binders,Flexi Binder,14.99,7.5,0
PRO00393,Furniture,Furnishings,Luxecushion Set,99,59,0
PRO00394,Technology,Copiers,Tech Replica Pro,49.99,30.99,0
PRO00395,Furniture,Tables,Liberty Dining Table,899,450,0
PRO00396,Office Supplies,Envelopes,RoyalSeal Envelopes,12.99,5.5,0.12
PRO00397,Office Supplies,Supplies,Pinecarft Wood Stain ,29.99,12.5,0.15
PRO00398,Office Supplies,Storage,Horizon Storage,159,80,0.12
PRO00399,Office Supplies,Art,Tape Dipenser,56,35,0.1
PRO00400,Office Supplies,Storage,Horizon Storage,159,80,0.1
PRO00401,Furniture,Tables,Liberty Dining Table,899,450,0.1
PRO00402,Furniture,Tables,Liberty Dining Table,899,450,0.12
PRO00403,Office Supplies,Supplies,Pinecarft Wood Stain ,29.99,12.5,0
PRO00404,Office Supplies,Binders,Flexi Binder,14.99,7.5,0
PRO00405,Furniture,Chairs,Relaxo Chair,199,120,0
PRO00406,Technology,Copiers,Tech Replica Pro,49.99,30.99,0.1
PRO00407,Office Supplies,Paper,Eco Paper Roll,29.99,15,0.12
PRO00408,Technology,Phones,Samsung,999,599.65,0.13
PRO00409,Office Supplies,Binders,Flexi Binder,14.99,7.5,0
PRO00410,Office Supplies,Labels,Clearmark Labels,12.99,6.5,0.1
PRO00411,Office Supplies,Binders,Flexi Binder,14.99,7.5,0.1
PRO00412,Office Supplies,Envelopes,RoyalSeal Envelopes,12.99,5.5,0.11
PRO00413,Office Supplies,Binders,Flexi Binder,14.99,7.5,0.12
PRO00414,Technology,Phones,Samsung,999,599.65,0.12
PRO00415,Furniture,Tables,Liberty Dining Table,899,450,0.1
PRO00416,Technology,Machines,AutoMach Nova,2299,2165,0
PRO00417,Office Supplies,Storage,Horizon Storage,159,80,0
PRO00418,Furniture,Bookcases,Literati Luxe,349,210,0
PRO00419,Furniture,Chairs,StyleSit Modern,249,150,0
PRO00420,Furniture,Chairs,StyleSit Modern,249,150,0
PRO00421,Office Supplies,Paper,Eco Paper Roll,29.99,15,0
PRO00422,Office Supplies,Binders,Flexi Binder,14.99,7.5,0.12
PRO00423,Office Supplies,Binders,Flexi Binder,14.99,7.5,0.15
PRO00424,Office Supplies,Supplies,Pinecarft Wood Stain ,29.99,12.5,0.12
PRO00425,Office Supplies,Paper,Eco Paper Roll,29.99,15,0.1
PRO00426,Office Supplies,Labels,Clearmark Labels,12.99,6.5,0.1
PRO00427,Office Supplies,Paper,Eco Paper Roll,29.99,15,0.1
PRO00428,Office Supplies,Binders,Flexi Binder,14.99,7.5,0.12
PRO00429,Office Supplies,Supplies,Pinecarft Wood Stain ,29.99,12.5,0
PRO00430,Office Supplies,Envelopes,RoyalSeal Envelopes,12.99,5.5,0
PRO00431,Office Supplies,Art,Pencil,9,5,0
PRO00432,Office Supplies,Storage,Horizon Storage,159,80,0.1
PRO00433,Office Supplies,Paper,Eco Paper Roll,29.99,15,0.12
PRO00434,Technology,Copiers,Copy Xpert,29.99,18.56,0.13
PRO00435,Furniture,Bookcases,Literati Luxe,349,210,0
PRO00436,Office Supplies,Storage,Horizon Storage,159,80,0
PRO00437,Office Supplies,Storage,Horizon Storage,159,80,0.12
PRO00438,Office Supplies,Appliances,Calculator,25,19,0.1
PRO00439,Office Supplies,Appliances,Whiteboard Markers,39,12,0
PRO00440,Furniture,Furnishings,Luxecushion Set,99,59,0.1
PRO00441,Office Supplies,Art,Pencil,9,5,0.1
PRO00442,Office Supplies,Supplies,Pinecarft Wood Stain ,29.99,12.5,0.11
PRO00443,Technology,Accessories,Card Reader,59.54,39.58,0.12
PRO00444,Office Supplies,Art,Pencil,9,5,0.12
PRO00445,Office Supplies,Binders,Flexi Binder,14.99,7.5,0.1
PRO00446,Office Supplies,Labels,Clearmark Labels,12.99,6.5,0
PRO00447,Office Supplies,Envelopes,RoyalSeal Envelopes,12.99,5.5,0
PRO00448,Office Supplies,Binders,BindMaster Deluxe,15.99,8,0
PRO00449,Office Supplies,Binders,BindMaster Deluxe,15.99,8,0
PRO00450,Office Supplies,Binders,BindMaster Deluxe,15.99,8,0
PRO00451,Furniture,Bookcases,Literati Luxe,349,210,0
PRO00452,Technology,Phones,Samsung,999,599.65,0.12
PRO00453,Technology,Copiers,Copy Xpert,29.99,18.56,0.15
PRO00454,Office Supplies,Storage,Horizon Storage,159,80,0.12
PRO00455,Technology,Phones,Samsung,999,599.65,0.1
PRO00456,Technology,Copiers,Copy Xpert,29.99,18.56,0.1
PRO00457,Furniture,Tables,Liberty Dining Table,899,450,0.1
PRO00458,Technology,Accessories,Card Reader,59.54,39.58,0.12
PRO00459,Furniture,Bookcases,Literati Luxe,349,210,0
PRO00460,Technology,Phones,Samsung,999,599.65,0
PRO00461,Furniture,Chairs,StyleSit Modern,249,150,0
PRO00462,Office Supplies,Storage,Horizon Storage,159,80,0.1
PRO00463,Technology,Machines,AutoMach Nova,2299,2165,0.12
PRO00464,Furniture,Chairs,StyleSit Modern,249,150,0.13
PRO00465,Technology,Copiers,Copy Xpert,29.99,18.56,0
PRO00466,Office Supplies,Art,Pencil,9,5,0
PRO00467,Technology,Machines,AutoMach Nova,2299,2165,0.12
PRO00468,Office Supplies,Paper,Eco Paper Roll,29.99,15,0.1
PRO00469,Technology,Accessories,Card Reader,59.54,39.58,0.1
PRO00470,Office Supplies,Art,Pencil,9,5,0.1
PRO00471,Office Supplies,Art,Pencil,9,5,0.11
PRO00472,Office Supplies,Art,Pencil,9,5,0.12
PRO00473,Office Supplies,Supplies,Pinecarft Wood Stain ,29.99,12.5,0.12
PRO00474,Office Supplies,Art,Pencil,9,5,0.1
PRO00475,Office Supplies,Paper,Eco Paper Roll,29.99,15,0
PRO00476,Office Supplies,Labels,Elite Tag Stickers,9.99,4.5,0
PRO00477,Furniture,Furnishings,Luxecushion Set,99,59,0
PRO00478,Office Supplies,Art,Pencil,9,5,0
PRO00479,Technology,Phones,Samsung,999,599.65,0
PRO00480,Technology,Accessories,Card Reader,59.54,39.58,0
PRO00481,Office Supplies,Fasteners,Secure Fix ,14.99,7.5,0.12
PRO00482,Office Supplies,Binders,BindMaster Deluxe,15.99,8,0.15
PRO00483,Office Supplies,Binders,BindMaster Deluxe,15.99,8,0.12
PRO00484,Office Supplies,Fasteners,Secure Fix ,14.99,7.5,0.1
PRO00485,Technology,Accessories,Card Reader,59.54,39.58,0.1
PRO00486,Office Supplies,Appliances,Whiteboard Markers,39,12,0.1
PRO00487,Technology,Machines,Inno Machine 5000,3499,2999,0.12
PRO00488,Office Supplies,Storage,Horizon Storage,159,80,0
PRO00489,Office Supplies,Binders,BindMaster Deluxe,15.99,8,0
PRO00490,Office Supplies,Binders,BindMaster Deluxe,15.99,8,0
PRO00491,Office Supplies,Art,Pencil,9,5,0.1
PRO00492,Office Supplies,Labels,Elite Tag Stickers,9.99,4.5,0.12
PRO00493,Office Supplies,Binders,BindMaster Deluxe,15.99,8,0.13
PRO00494,Furniture,Furnishings,Luxecushion Set,99,59,0
PRO00495,Office Supplies,Art,Pencil,9,5,0
PRO00496,Office Supplies,Binders,BindMaster Deluxe,15.99,8,0.12
PRO00497,Furniture,Chairs,StyleSit Modern,249,150,0.1
PRO00498,Office Supplies,Binders,BindMaster Deluxe,15.99,8,0
PRO00499,Office Supplies,Paper,Eco Paper Roll,29.99,15,0.1
PRO00500,Office Supplies,Binders,BindMaster Deluxe,15.99,8,0.1
PRO00501,Office Supplies,Storage,Horizon Storage,159,80,0.11
PRO00502,Furniture,Furnishings,Luxecushion Set,99,59,0.12
PRO00503,Office Supplies,Labels,Elite Tag Stickers,9.99,4.5,0.12
PRO00504,Technology,Phones,Samsung,999,599.65,0.1
PRO00505,Office Supplies,Storage,Horizon Storage,159,80,0
PRO00506,Technology,Phones,Samsung,999,599.65,0
PRO00507,Office Supplies,Appliances,Whiteboard Markers,39,12,0
PRO00508,Technology,Phones,Samsung,999,599.65,0
PRO00509,Technology,Machines,Inno Machine 5000,3499,2999,0
PRO00510,Office Supplies,Art,Pencil,9,5,0
PRO00511,Office Supplies,Binders,BindMaster Deluxe,15.99,8,0.12
PRO00512,Office Supplies,Labels,Elite Tag Stickers,9.99,4.5,0.15
PRO00513,Technology,Copiers,Copy Xpert,29.99,18.56,0.12
PRO00514,Office Supplies,Labels,Elite Tag Stickers,9.99,4.5,0.1
PRO00515,Office Supplies,Labels,Elite Tag Stickers,9.99,4.5,0.1
PRO00516,Office Supplies,Binders,BindMaster Deluxe,15.99,8,0.1
PRO00517,Office Supplies,Storage,Horizon Storage,159,80,0.12
PRO00518,Office Supplies,Binders,BindMaster Deluxe,15.99,8,0
PRO00519,Technology,Accessories,Card Reader,59.54,39.58,0
PRO00520,Office Supplies,Fasteners,Secure Fix ,14.99,7.5,0.1
PRO00521,Office Supplies,Art,Pencil,9,5,0.1
PRO00522,Office Supplies,Storage,Horizon Storage,159,80,0.11
PRO00523,Furniture,Furnishings,Luxecushion Set,99,59,0.12
PRO00524,Office Supplies,Binders,BindMaster Deluxe,15.99,8,0.12
PRO00525,Office Supplies,Supplies,Pinecarft Wood Stain ,29.99,12.5,0.1
PRO00526,Furniture,Chairs,StyleSit Modern,249,150,0
PRO00527,Furniture,Chairs,StyleSit Modern,249,150,0
PRO00528,Technology,Copiers,Copy Xpert,29.99,18.56,0
PRO00529,Technology,Phones,Samsung,999,599.65,0
PRO00530,Office Supplies,Art,Pencil,9,5,0
PRO00531,Furniture,Tables,Liberty Dining Table,899,450,0
PRO00532,Office Supplies,Appliances,Whiteboard Markers,39,12,0.12
PRO00533,Furniture,Chairs,StyleSit Modern,249,150,0.15
PRO00534,Furniture,Furnishings,Luxecushion Set,99,59,0.12
PRO00535,Office Supplies,Binders,BindMaster Deluxe,15.99,8,0.1
PRO00536,Furniture,Bookcases,Literati Luxe,349,210,0.1
PRO00537,Office Supplies,Storage,Horizon Storage,159,80,0.1
PRO00538,Office Supplies,Storage,Horizon Storage,159,80,0.12
PRO00539,Furniture,Tables,Liberty Dining Table,899,450,0.1
PRO00540,Furniture,Furnishings,Luxecushion Set,99,59,0.1
PRO00541,Office Supplies,Envelopes,Eagleseal Premiun,8.99,3.5,0.11
PRO00542,Office Supplies,Art,Pencil,9,5,0.12
PRO00543,Office Supplies,Binders,BindMaster Deluxe,15.99,8,0.12
PRO00544,Office Supplies,Storage,Horizon Storage,159,80,0.1
PRO00545,Office Supplies,Fasteners,Secure Fix ,14.99,7.5,0
PRO00546,Furniture,Furnishings,Luxecushion Set,99,59,0
PRO00547,Technology,Machines,Inno Machine 5000,3499,2999,0
PRO00548,Office Supplies,Binders,BindMaster Deluxe,15.99,8,0
PRO00549,Technology,Phones,Samsung,999,599.65,0
PRO00550,Technology,Phones,Samsung,999,599.65,0
PRO00551,Furniture,Bookcases,Literati Luxe,349,210,0.12
PRO00552,Office Supplies,Storage,Horizon Storage,159,80,0.15
PRO00553,Furniture,Chairs,StyleSit Modern,249,150,0.12
PRO00554,Furniture,Bookcases,Literati Luxe,349,210,0.1
PRO00555,Technology,Machines,Inno Machine 5000,3499,2999,0.1
PRO00556,Office Supplies,Appliances,Whiteboard Markers,39,12,0.1
PRO00557,Office Supplies,Supplies,Pinecarft Wood Stain ,29.99,12.5,0.12
PRO00558,Office Supplies,Binders,BindMaster Deluxe,15.99,8,0
PRO00559,Office Supplies,Art,Pencil,9,5,0
PRO00560,Furniture,Furnishings,Luxecushion Set,99,59,0
PRO00561,Office Supplies,Storage,Horizon Storage,159,80,0.1
PRO00562,Office Supplies,Envelopes,Eagleseal Premiun,8.99,3.5,0.12
PRO00563,Office Supplies,Binders,BindMaster Deluxe,15.99,8,0.13
PRO00564,Office Supplies,Envelopes,Eagleseal Premiun,8.99,3.5,0
PRO00565,Office Supplies,Supplies,Pinecarft Wood Stain ,29.99,12.5,0.1
PRO00566,Office Supplies,Art,Pencil,9,5,0.1
PRO00567,Office Supplies,Envelopes,Eagleseal Premiun,8.99,3.5,0.11
PRO00568,Furniture,Furnishings,Luxecushion Set,99,59,0.12
PRO00569,Technology,Phones,Samsung,999,599.65,0.12
PRO00570,Office Supplies,Fasteners,Secure Fix ,14.99,7.5,0.1
PRO00571,Office Supplies,Supplies,Pinecarft Wood Stain ,29.99,12.5,0
PRO00572,Office Supplies,Art,Pencil,9,5,0
PRO00573,Office Supplies,Art,Pencil,9,5,0
PRO00574,Office Supplies,Art,Pencil,9,5,0
PRO00575,Office Supplies,Supplies,Pinecarft Wood Stain ,29.99,12.5,0
PRO00576,Office Supplies,Binders,BindMaster Deluxe,15.99,8,0
PRO00577,Office Supplies,Fasteners,Secure Fix ,14.99,7.5,0.12
PRO00578,Office Supplies,Binders,BindMaster Deluxe,15.99,8,0.15
PRO00579,Technology,Copiers,Copy Xpert,29.99,18.56,0.12
PRO00580,Technology,Phones,Samsung,999,599.65,0.1
PRO00581,Technology,Copiers,Copy Xpert,29.99,18.56,0.1
PRO00582,Office Supplies,Storage,Horizon Storage,159,80,0.1
PRO00583,Office Supplies,Supplies,Pinecarft Wood Stain ,29.99,12.5,0.12
PRO00584,Office Supplies,Storage,Horizon Storage,159,80,0
PRO00585,Office Supplies,Binders,BindMaster Deluxe,15.99,8,0
PRO00586,Furniture,Furnishings,Luxecushion Set,99,59,0
PRO00587,Furniture,Tables,Horizon Folding Table,229,120,0.1
PRO00588,Furniture,Chairs,StyleSit Modern,249,150,0.12
PRO00589,Technology,Accessories,Card Reader,59.54,39.58,0.13
PRO00590,Furniture,Furnishings,Luxecushion Set,99,59,0
PRO00591,Office Supplies,Storage,Horizon Storage,159,80,0
PRO00592,Furniture,Chairs,StyleSit Modern,249,150,0.12
PRO00593,Office Supplies,Paper,Eco Paper Roll,29.99,15,0.1
PRO00594,Office Supplies,Storage,Horizon Storage,159,80,0.1
PRO00595,Office Supplies,Storage,Horizon Storage,159,80,0.11
PRO00596,Office Supplies,Binders,BindMaster Deluxe,15.99,8,0.12
PRO00597,Office Supplies,Binders,BindMaster Deluxe,15.99,8,0.12
PRO00598,Office Supplies,Labels,Elite Tag Stickers,9.99,4.5,0.1
PRO00599,Office Supplies,Binders,BindMaster Deluxe,15.99,8,0
PRO00600,Office Supplies,Binders,BindMaster Deluxe,15.99,8,0
PRO00601,Furniture,Chairs,StyleSit Modern,249,150,0
PRO00602,Technology,Copiers,Copy Xpert,29.99,18.56,0
PRO00603,Furniture,Furnishings,Luxecushion Set,99,59,0
PRO00604,Technology,Copiers,Copy Xpert,29.99,18.56,0
PRO00605,Technology,Phones,Samsung,999,599.65,0.12
PRO00606,Office Supplies,Storage,Horizon Storage,159,80,0.15
PRO00607,Office Supplies,Paper,Eco Paper Roll,29.99,15,0.12
PRO00608,Technology,Phones,Samsung,999,599.65,0.1
PRO00609,Office Supplies,Art,Pencil,9,5,0.1
PRO00610,Office Supplies,Envelopes,Eagleseal Premiun,8.99,3.5,0.1
PRO00611,Office Supplies,Supplies,Pinecarft Wood Stain ,29.99,12.5,0.12
PRO00612,Furniture,Furnishings,Luxecushion Set,99,59,0
PRO00613,Office Supplies,Storage,Horizon Storage,159,80,0
PRO00614,Technology,Accessories,Card Reader,59.54,39.58,0
PRO00615,Office Supplies,Supplies,Ever Glow,19.99,8.5,0.1
PRO00616,Office Supplies,Fasteners,Secure Fix ,14.99,7.5,0.12
PRO00617,Technology,Phones,Samsung,999,599.65,0.13
PRO00618,Office Supplies,Art,Notepad,39,25,0
PRO00619,Office Supplies,Binders,Officeplus Binder,6.99,3,0
PRO00620,Office Supplies,Binders,Officeplus Binder,6.99,3,0.12
PRO00621,Office Supplies,Art,Notepad,39,25,0.1
PRO00622,Office Supplies,Art,Notepad,39,25,0.1
PRO00623,Office Supplies,Storage,Horizon Storage,159,80,0.1
PRO00624,Office Supplies,Storage,Horizon Storage,159,80,0.11
PRO00625,Furniture,Bookcases,Literati Luxe,349,210,0.12
PRO00626,Technology,Phones,Samsung,999,599.65,0.12
PRO00627,Technology,Copiers,Copy Xpert,29.99,18.56,0.1
PRO00628,Furniture,Bookcases,Literati Luxe,349,210,0
PRO00629,Furniture,Chairs,StyleSit Modern,249,150,0
PRO00630,Furniture,Tables,Horizon Folding Table,229,120,0
PRO00631,Office Supplies,Supplies,Ever Glow,19.99,8.5,0
PRO00632,Technology,Phones,Samsung,999,599.65,0
PRO00633,Technology,Machines,Inno Machine 5000,3499,2999,0
PRO00634,Technology,Accessories,Keyboard,99.23,45.56,0.12
PRO00635,Office Supplies,Storage,Horizon Storage,159,80,0.15
PRO00636,Office Supplies,Art,Notepad,39,25,0.12
PRO00637,Office Supplies,Appliances,Whiteboard Markers,39,12,0.1
PRO00638,Office Supplies,Art,Notepad,39,25,0.1
PRO00639,Furniture,Furnishings,Luxecushion Set,99,59,0.1
PRO00640,Office Supplies,Paper,Eco Paper Roll,29.99,15,0.12
PRO00641,Furniture,Furnishings,Luxecushion Set,99,59,0
PRO00642,Office Supplies,Appliances,Whiteboard Markers,39,12,0
PRO00643,Office Supplies,Paper,Eco Paper Roll,29.99,15,0
PRO00644,Office Supplies,Paper,Eco Paper Roll,29.99,15,0.1
PRO00645,Office Supplies,Fasteners,Secure Fix ,14.99,7.5,0.12
PRO00646,Furniture,Chairs,StyleSit Modern,249,150,0.13
PRO00647,Technology,Machines,Inno Machine 5000,3499,2999,0
PRO00648,Technology,Accessories,Keyboard,99.23,45.56,0
PRO00649,Office Supplies,Appliances,Whiteboard Markers,39,12,0.12
PRO00650,Technology,Machines,Inno Machine 5000,3499,2999,0.1
PRO00651,Furniture,Chairs,StyleSit Modern,249,150,0.1
PRO00652,Technology,Phones,Samsung,999,599.65,0.1
PRO00653,Furniture,Chairs,StyleSit Modern,249,150,0.11
PRO00654,Office Supplies,Appliances,Whiteboard Markers,39,12,0.12
PRO00655,Furniture,Furnishings,Luxecushion Set,99,59,0.12
PRO00656,Technology,Copiers,Copy Xpert,29.99,18.56,0.1
PRO00657,Office Supplies,Art,Notepad,39,25,0
PRO00658,Technology,Phones,Samsung,999,599.65,0
PRO00659,Furniture,Furnishings,Luxecushion Set,99,59,0
PRO00660,Office Supplies,Paper,Eco Paper Roll,29.99,15,0
PRO00661,Office Supplies,Binders,Officeplus Binder,6.99,3,0
PRO00662,Office Supplies,Labels,Elite Tag Stickers,9.99,4.5,0
PRO00663,Furniture,Bookcases,Literati Luxe,349,210,0.12
PRO00664,Office Supplies,Art,Notepad,39,25,0.15
PRO00665,Office Supplies,Binders,Officeplus Binder,6.99,3,0.12
