ProductID,Category,Sub Category,Product Name ,Price,COGSPrice,Discount
PRO00666,Technology,Phones,Samsung,999,599.65,0.1
PRO00667,Furniture,Furnishings,Velvet Touch Rug,249,150,0.1
PRO00668,Office Supplies,Fasteners,Secure Fix ,14.99,7.5,0.1
PRO00669,Office Supplies,Binders,Officeplus Binder,6.99,3,0.12
PRO00670,Office Supplies,Envelopes,Eagleseal Premiun,8.99,3.5,0
PRO00671,Office Supplies,Art,Notepad,39,25,0
PRO00672,Office Supplies,Appliances,Whiteboard Markers,39,12,0
PRO00673,Office Supplies,Labels,Elite Tag Stickers,9.99,4.5,0.1
PRO00674,Office Supplies,Art,Notepad,39,25,0.12
PRO00675,Office Supplies,Binders,Officeplus Binder,6.99,3,0.13
PRO00676,Technology,Phones,Samsung,999,599.65,0
PRO00677,Office Supplies,Appliances,Whiteboard Markers,39,12,0
PRO00678,Technology,Accessories,Keyboard,99.23,45.56,0.12
PRO00679,Technology,Machines,Inno Machine 5000,3499,2999,0.1
PRO00680,Furniture,Chairs,StyleSit Modern,249,150,0.12
PRO00681,Office Supplies,Paper,Eco Paper Roll,29.99,15,0.1
PRO00682,Office Supplies,Supplies,Ever Glow,19.99,8.5,0.1
PRO00683,Office Supplies,Fasteners,Locktight Pro,10.99,10.99,0.11
PRO00684,Office Supplies,Appliances,Whiteboard Markers,39,12,0.12
PRO00685,Office Supplies,Supplies,Ever Glow,19.99,8.5,0.12
PRO00686,Office Supplies,Art,Notepad,39,25,0.1
PRO00687,Office Supplies,Paper,Eco Paper Roll,29.99,15,0
PRO00688,Office Supplies,Fasteners,Locktight Pro,10.99,10.99,0
PRO00689,Office Supplies,Binders,Officeplus Binder,6.99,3,0
PRO00690,Office Supplies,Labels,Elite Tag Stickers,9.99,4.5,0
PRO00691,Office Supplies,Fasteners,Locktight Pro,10.99,10.99,0
PRO00692,Office Supplies,Supplies,Ever Glow,19.99,8.5,0
PRO00693,Furniture,Furnishings,Velvet Touch Rug,249,150,0.12
PRO00694,Office Supplies,Storage,Horizon Storage,159,80,0.15
PRO00695,Technology,Machines,Inno Machine 5000,3499,2999,0.12
PRO00696,Furniture,Tables,Horizon Folding Table,229,120,0.1
PRO00697,Office Supplies,Storage,Horizon Storage,159,80,0.1
PRO00698,Technology,Copiers,Copy Xpert,29.99,18.56,0.1
PRO00699,Office Supplies,Paper,Eco Paper Roll,29.99,15,0.12
PRO00700,Furniture,Bookcases,Literati Luxe,349,210,0
PRO00701,Office Supplies,Envelopes,Eagleseal Premiun,8.99,3.5,0
PRO00702,Technology,Phones,Samsung,999,599.65,0
PRO00703,Furniture,Chairs,StyleSit Modern,249,150,0.1
PRO00704,Office Supplies,Art,Notepad,39,25,0.12
PRO00705,Technology,Phones,Samsung,999,599.65,0.13
PRO00706,Technology,Accessories,Keyboard,99.23,45.56,0
PRO00707,Office Supplies,Fasteners,Locktight Pro,10.99,10.99,0
PRO00708,Office Supplies,Labels,Elite Tag Stickers,9.99,4.5,0.12
PRO00709,Technology,Machines,Inno Machine 5000,3499,2999,0.1
PRO00710,Office Supplies,Storage,Mesa Valley Storage,89,40,0.13
PRO00711,Office Supplies,Fasteners,Locktight Pro,10.99,10.99,0.1
PRO00712,Office Supplies,Storage,Mesa Valley Storage,89,40,0.1
PRO00713,Office Supplies,Labels,Elite Tag Stickers,9.99,4.5,0.11
PRO00714,Office Supplies,Paper,Eco Paper Roll,29.99,15,0.12
PRO00715,Furniture,Furnishings,Velvet Touch Rug,249,150,0.12
PRO00716,Technology,Machines,Inno Machine 5000,3499,2999,0.1
PRO00717,Office Supplies,Binders,Officeplus Binder,6.99,3,0
PRO00718,Furniture,Furnishings,Velvet Touch Rug,249,150,0
PRO00719,Furniture,Tables,Horizon Folding Table,229,120,0
PRO00720,Technology,Machines,Inno Machine 5000,3499,2999,0
PRO00721,Office Supplies,Binders,Officeplus Binder,6.99,3,0
PRO00722,Technology,Phones,Samsung,999,599.65,0
PRO00723,Office Supplies,Fasteners,Locktight Pro,10.99,10.99,0.12
PRO00724,Technology,Accessories,Keyboard,99.23,45.56,0.15
PRO00725,Office Supplies,Storage,Mesa Valley Storage,89,40,0.12
PRO00726,Office Supplies,Storage,Mesa Valley Storage,89,40,0.1
PRO00727,Office Supplies,Binders,Officeplus Binder,6.99,3,0.1
PRO00728,Office Supplies,Binders,Officeplus Binder,6.99,3,0.1
PRO00729,Office Supplies,Art,Notepad,39,25,0.12
PRO00730,Office Supplies,Envelopes,Eagleseal Premiun,8.99,3.5,0
PRO00731,Office Supplies,Binders,Officeplus Binder,6.99,3,0
PRO00732,Office Supplies,Binders,Officeplus Binder,6.99,3,0
PRO00733,Office Supplies,Paper,Eco Paper Roll,29.99,15,0.1
PRO00734,Office Supplies,Labels,Elite Tag Stickers,9.99,4.5,0.12
PRO00735,Office Supplies,Labels,Elite Tag Stickers,9.99,4.5,0.13
PRO00736,Technology,Copiers,Copy Xpert,29.99,18.56,0
PRO00737,Furniture,Bookcases,Literati Luxe,349,210,0
PRO00738,Furniture,Chairs,StyleSit Modern,249,150,0.12
PRO00739,Furniture,Chairs,StyleSit Modern,249,150,0.1
PRO00740,Technology,Phones,Samsung,999,599.65,0.12
PRO00741,Office Supplies,Binders,Officeplus Binder,6.99,3,0.1
PRO00742,Office Supplies,Supplies,Ever Glow,19.99,8.5,0.1
PRO00743,Office Supplies,Paper,Eco Paper Roll,29.99,15,0.11
PRO00744,Office Supplies,Envelopes,Eagleseal Premiun,8.99,3.5,0.12
PRO00745,Office Supplies,Paper,Eco Paper Roll,29.99,15,0.12
PRO00746,Furniture,Chairs,StyleSit Modern,249,150,0.1
PRO00747,Furniture,Bookcases,Literati Luxe,349,210,0
PRO00748,Technology,Phones,Samsung,999,599.65,0
PRO00749,Technology,Copiers,Smart Colne Lite,19.99,10.23,0
PRO00750,Technology,Accessories,Gaming Mouse,59.21,37.23,0
PRO00751,Technology,Machines,Inno Machine 5000,3499,2999,0
PRO00752,Office Supplies,Envelopes,Eagleseal Premiun,8.99,3.5,0
PRO00753,Technology,Phones,Samsung,999,599.65,0.12
PRO00754,Office Supplies,Binders,Officeplus Binder,6.99,3,0.15
PRO00755,Office Supplies,Storage,Mesa Valley Storage,89,40,0.12
PRO00756,Technology,Machines,Inno Machine 5000,3499,2999,0.1
PRO00757,Office Supplies,Storage,Mesa Valley Storage,89,40,0.1
PRO00758,Technology,Machines,Inno Machine 5000,3499,2999,0.1
PRO00759,Office Supplies,Binders,Officeplus Binder,6.99,3,0.12
PRO00760,Technology,Copiers,Smart Colne Lite,19.99,10.23,0.1
PRO00761,Technology,Accessories,Gaming Mouse,59.21,37.23,0.1
PRO00762,Office Supplies,Binders,Officeplus Binder,6.99,3,0.11
PRO00763,Office Supplies,Paper,Eco Paper Roll,29.99,15,0.12
PRO00764,Office Supplies,Binders,Officeplus Binder,6.99,3,0.12
PRO00765,Office Supplies,Labels,Elite Tag Stickers,9.99,4.5,0.1
PRO00766,Office Supplies,Paper,Eco Paper Roll,29.99,15,0
PRO00767,Office Supplies,Binders,Officeplus Binder,6.99,3,0
PRO00768,Technology,Machines,Inno Machine 5000,3499,2999,0
PRO00769,Technology,Phones,Samsung,999,599.65,0
PRO00770,Office Supplies,Storage,Mesa Valley Storage,89,40,0
PRO00771,Office Supplies,Paper,Eco Paper Roll,29.99,15,0
PRO00772,Office Supplies,Fasteners,Locktight Pro,10.99,10.99,0.12
PRO00773,Furniture,Furnishings,Velvet Touch Rug,249,150,0.15
PRO00774,Office Supplies,Fasteners,Locktight Pro,10.99,10.99,0.12
PRO00775,Technology,Copiers,Smart Colne Lite,19.99,10.23,0.1
PRO00776,Office Supplies,Paper,Eco Paper Roll,29.99,15,0.1
PRO00777,Office Supplies,Labels,Elite Tag Stickers,9.99,4.5,0.1
PRO00778,Office Supplies,Paper,Eco Paper Roll,29.99,15,0.12
PRO00779,Office Supplies,Labels,Elite Tag Stickers,9.99,4.5,0
PRO00780,Office Supplies,Binders,Officeplus Binder,6.99,3,0
PRO00781,Technology,Copiers,Smart Colne Lite,19.99,10.23,0.1
PRO00782,Furniture,Bookcases,Literati Luxe,349,210,0.1
PRO00783,Technology,Machines,Inno Machine 5000,3499,2999,0.11
PRO00784,Furniture,Furnishings,Velvet Touch Rug,249,150,0.12
PRO00785,Office Supplies,Storage,Mesa Valley Storage,89,40,0.12
PRO00786,Office Supplies,Supplies,Ever Glow,19.99,8.5,0.1
PRO00787,Furniture,Chairs,StyleSit Modern,249,150,0
PRO00788,Furniture,Chairs,StyleSit Modern,249,150,0
PRO00789,Technology,Phones,Samsung,999,599.65,0
PRO00790,Office Supplies,Supplies,Ever Glow,19.99,8.5,0
PRO00791,Technology,Phones,Samsung,999,599.65,0
PRO00792,Technology,Accessories,Gaming Mouse,59.21,37.23,0
PRO00793,Office Supplies,Supplies,Ever Glow,19.99,8.5,0.12
PRO00794,Furniture,Furnishings,Velvet Touch Rug,249,150,0.15
PRO00795,Office Supplies,Art,Notepad,39,25,0.12
PRO00796,Technology,Accessories,Gaming Mouse,59.21,37.23,0.1
PRO00797,Technology,Phones,Samsung,999,599.65,0.1
PRO00798,Office Supplies,Supplies,Ever Glow,19.99,8.5,0.1
PRO00799,Technology,Accessories,Gaming Mouse,59.21,37.23,0.12
PRO00800,Office Supplies,Paper,Eco Paper Roll,29.99,15,0
PRO00801,Technology,Machines,Inno Machine 5000,3499,2999,0.1
PRO00802,Office Supplies,Appliances,Whiteboard Markers,39,12,0.1
PRO00803,Furniture,Furnishings,Velvet Touch Rug,249,150,0.11
PRO00804,Technology,Machines,Inno Machine 5000,3499,2999,0.12
PRO00805,Office Supplies,Appliances,Whiteboard Markers,39,12,0.12
PRO00806,Furniture,Furnishings,Velvet Touch Rug,249,150,0.1
PRO00807,Technology,Accessories,Gaming Mouse,59.21,37.23,0
PRO00808,Technology,Accessories,Gaming Mouse,59.21,37.23,0
PRO00809,Office Supplies,Binders,Officeplus Binder,6.99,3,0
PRO00810,Office Supplies,Art,Notepad,39,25,0
PRO00811,Office Supplies,Art,Notepad,39,25,0
PRO00812,Office Supplies,Storage,Mesa Valley Storage,89,40,0
PRO00813,Furniture,Bookcases,Literati Luxe,349,210,0.12
PRO00814,Technology,Accessories,Gaming Mouse,59.21,37.23,0.15
PRO00815,Office Supplies,Appliances,Whiteboard Markers,39,12,0.12
PRO00816,Furniture,Chairs,StyleSit Modern,249,150,0.1
PRO00817,Furniture,Chairs,StyleSit Modern,249,150,0.1
PRO00818,Furniture,Chairs,StyleSit Modern,249,150,0.1
PRO00819,Office Supplies,Storage,Mesa Valley Storage,89,40,0.12
PRO00820,Technology,Machines,Inno Machine 5000,3499,2999,0
PRO00821,Furniture,Chairs,StyleSit Modern,249,150,0
PRO00822,Technology,Copiers,Smart Colne Lite,19.99,10.23,0
PRO00823,Furniture,Tables,Horizon Folding Table,229,120,0.1
PRO00824,Office Supplies,Art,Notepad,39,25,0.12
PRO00825,Furniture,Chairs,StyleSit Modern,249,150,0.13
PRO00826,Furniture,Chairs,StyleSit Modern,249,150,0
PRO00827,Office Supplies,Storage,Mesa Valley Storage,89,40,0
PRO00828,Technology,Phones,Samsung,999,599.65,0.1
PRO00829,Office Supplies,Art,Notepad,39,25,0.1
PRO00830,Technology,Machines,Inno Machine 5000,3499,2999,0.11
PRO00831,Furniture,Furnishings,Velvet Touch Rug,249,150,0.12
PRO00832,Furniture,Chairs,StyleSit Modern,249,150,0.12
PRO00833,Office Supplies,Envelopes,Eagleseal Premiun,8.99,3.5,0.1
PRO00834,Technology,Accessories,Gaming Mouse,59.21,37.23,0
PRO00835,Technology,Phones,Oneplus 15,799,687.69,0
PRO00836,Furniture,Bookcases,Literati Luxe,349,210,0
PRO00837,Office Supplies,Storage,Mesa Valley Storage,89,40,0
PRO00838,Office Supplies,Storage,Mesa Valley Storage,89,40,0
PRO00839,Office Supplies,Art,Notepad,39,25,0
PRO00840,Office Supplies,Storage,Mesa Valley Storage,89,40,0.12
PRO00841,Office Supplies,Storage,Mesa Valley Storage,89,40,0.15
PRO00842,Furniture,Furnishings,Velvet Touch Rug,249,150,0.12
PRO00843,Technology,Machines,Inno Machine 5000,3499,2999,0.1
PRO00844,Office Supplies,Binders,Officeplus Binder,6.99,3,0.1
PRO00845,Technology,Machines,Inno Machine 5000,3499,2999,0.1
PRO00846,Office Supplies,Supplies,Ever Glow,19.99,8.5,0.12
PRO00847,Office Supplies,Paper,Eco Paper Roll,29.99,15,0
PRO00848,Office Supplies,Storage,Mesa Valley Storage,89,40,0
PRO00849,Office Supplies,Art,Notepad,39,25,0
PRO00850,Office Supplies,Art,Notepad,39,25,0.1
PRO00851,Office Supplies,Storage,Mesa Valley Storage,89,40,0.12
PRO00852,Office Supplies,Fasteners,Locktight Pro,10.99,10.99,0.1
PRO00853,Office Supplies,Labels,Elite Tag Stickers,9.99,4.5,0.1
PRO00854,Furniture,Chairs,StyleSit Modern,249,150,0.11
PRO00855,Office Supplies,Fasteners,Locktight Pro,10.99,10.99,0.12
PRO00856,Office Supplies,Paper,Eco Paper Roll,29.99,15,0.12
PRO00857,Office Supplies,Labels,Elite Tag Stickers,9.99,4.5,0.1
PRO00858,Office Supplies,Storage,Mesa Valley Storage,89,40,0
PRO00859,Office Supplies,Binders,Officeplus Binder,6.99,3,0
PRO00860,Office Supplies,Binders,Officeplus Binder,6.99,3,0
PRO00861,Office Supplies,Binders,Officeplus Binder,6.99,3,0
PRO00862,Office Supplies,Storage,Mesa Valley Storage,89,40,0
PRO00863,Office Supplies,Appliances,Stapler,59,39.23,0
PRO00864,Technology,Phones,Oneplus 15,799,687.69,0.12
PRO00865,Furniture,Bookcases,Literati Luxe,349,210,0.15
PRO00866,Furniture,Bookcases,Literati Luxe,349,210,0.12
PRO00867,Furniture,Chairs,StyleSit Modern,249,150,0.1
PRO00868,Furniture,Chairs,StyleSit Modern,249,150,0.1
PRO00869,Technology,Copiers,Smart Colne Lite,19.99,10.23,0.1
PRO00870,Office Supplies,Storage,Mesa Valley Storage,89,40,0.12
PRO00871,Technology,Accessories,Scanner,299.99,187.89,0
PRO00872,Office Supplies,Binders,Officeplus Binder,6.99,3,0
PRO00873,Office Supplies,Paper,Eco Paper Roll,29.99,15,0
PRO00874,Office Supplies,Paper,Eco Paper Roll,29.99,15,0.1
PRO00875,Office Supplies,Art,Notepad,39,25,0.12
PRO00876,Office Supplies,Envelopes,Eagleseal Premiun,8.99,3.5,0.13
PRO00877,Office Supplies,Paper,Eco Paper Roll,29.99,15,0
PRO00878,Technology,Machines,Hyper Mach Plus,"1,399",1265.56,0.1
PRO00879,Furniture,Chairs,StyleSit Modern,249,150,0.1
PRO00880,Furniture,Chairs,StyleSit Modern,249,150,0.11
PRO00881,Technology,Machines,Hyper Mach Plus,"1,399",1265.56,0.12
PRO00882,Technology,Machines,Hyper Mach Plus,"1,399",1265.56,0.12
PRO00883,Technology,Machines,Hyper Mach Plus,"1,399",1265.56,0.1
PRO00884,Technology,Copiers,Smart Colne Lite,19.99,10.23,0
PRO00885,Furniture,Bookcases,Literati Luxe,349,210,0
PRO00886,Furniture,Tables,Horizon Folding Table,229,120,0
PRO00887,Furniture,Bookcases,Literati Luxe,349,210,0
PRO00888,Office Supplies,Binders,Officeplus Binder,6.99,3,0
PRO00889,Technology,Phones,Oneplus 15,799,687.69,0
PRO00890,Technology,Copiers,Smart Colne Lite,19.99,10.23,0.12
PRO00891,Office Supplies,Appliances,Stapler,59,39.23,0.15
PRO00892,Office Supplies,Appliances,Stapler,59,39.23,0.12
PRO00893,Furniture,Furnishings,Velvet Touch Rug,249,150,0.1
PRO00894,Office Supplies,Storage,Mesa Valley Storage,89,40,0.1
PRO00895,Technology,Phones,Oneplus 15,799,687.69,0.1
PRO00896,Office Supplies,Fasteners,Locktight Pro,10.99,10.99,0.12
PRO00897,Technology,Accessories,Scanner,299.99,187.89,0
PRO00898,Office Supplies,Storage,Mesa Valley Storage,89,40,0
PRO00899,Office Supplies,Binders,Officeplus Binder,6.99,3,0
PRO00900,Office Supplies,Binders,Officeplus Binder,6.99,3,0.1
PRO00901,Office Supplies,Storage,Mesa Valley Storage,89,40,0.12
PRO00902,Furniture,Chairs,StyleSit Modern,249,150,0.13
PRO00903,Office Supplies,Storage,Mesa Valley Storage,89,40,0
PRO00904,Office Supplies,Fasteners,Locktight Pro,10.99,10.99,0
PRO00905,Office Supplies,Labels,Elite Tag Stickers,9.99,4.5,0.12
PRO00906,Office Supplies,Labels,Elite Tag Stickers,9.99,4.5,0.1
PRO00907,Office Supplies,Envelopes,Eagleseal Premiun,8.99,3.5,0
PRO00908,Office Supplies,Art,Notepad,39,25,0.1
PRO00909,Office Supplies,Art,Notepad,39,25,0.1
PRO00910,Technology,Phones,Oneplus 15,799,687.69,0.11
PRO00911,Office Supplies,Fasteners,Locktight Pro,10.99,10.99,0.12
PRO00912,Technology,Phones,Oneplus 15,799,687.69,0.12
PRO00913,Office Supplies,Storage,Mesa Valley Storage,89,40,0.1
PRO00914,Office Supplies,Binders,Officeplus Binder,6.99,3,0
PRO00915,Office Supplies,Supplies,Ever Glow,19.99,8.5,0
PRO00916,Technology,Machines,Hyper Mach Plus,"1,399",1265.56,0
PRO00917,Technology,Copiers,Smart Colne Lite,19.99,10.23,0
PRO00918,Office Supplies,Art,Notepad,39,25,0
PRO00919,Technology,Accessories,Scanner,299.99,187.89,0
PRO00920,Office Supplies,Paper,Eco Paper Roll,29.99,15,0.12
PRO00921,Office Supplies,Art,Notepad,39,25,0.15
PRO00922,Office Supplies,Binders,Officeplus Binder,6.99,3,0.12
PRO00923,Office Supplies,Art,Notepad,39,25,0.1
PRO00924,Office Supplies,Binders,Officeplus Binder,6.99,3,0.1
PRO00925,Office Supplies,Supplies,Ever Glow,19.99,8.5,0.1
PRO00926,Office Supplies,Envelopes,Eagleseal Premiun,8.99,3.5,0.12
PRO00927,Office Supplies,Binders,Officeplus Binder,6.99,3,0
PRO00928,Technology,Accessories,Scanner,299.99,187.89,0
PRO00929,Furniture,Chairs,StyleSit Modern,249,150,0
PRO00930,Furniture,Chairs,StyleSit Modern,249,150,0.1
PRO00931,Office Supplies,Storage,Mesa Valley Storage,89,40,0.12
PRO00932,Office Supplies,Art,Notepad,39,25,0.13
PRO00933,Furniture,Chairs,StyleSit Modern,249,150,0
PRO00934,Office Supplies,Storage,Mesa Valley Storage,89,40,0
PRO00935,Office Supplies,Fasteners,Locktight Pro,10.99,10.99,0.12
PRO00936,Office Supplies,Binders,Officeplus Binder,6.99,3,0.1
PRO00937,Technology,Phones,Oneplus 15,799,687.69,0.1
PRO00938,Office Supplies,Binders,Officeplus Binder,6.99,3,0.1
PRO00939,Office Supplies,Art,Notepad,39,25,0.11
PRO00940,Furniture,Bookcases,Literati Luxe,349,210,0.12
PRO00941,Office Supplies,Storage,Mesa Valley Storage,89,40,0.12
PRO00942,Office Supplies,Storage,Mesa Valley Storage,89,40,0.1
PRO00943,Office Supplies,Storage,Mesa Valley Storage,89,40,0
PRO00944,Office Supplies,Envelopes,Eagleseal Premiun,8.99,3.5,0
PRO00945,Office Supplies,Art,Envelope,10,5,0
PRO00946,Furniture,Chairs,StyleSit Modern,249,150,0
PRO00947,Technology,Phones,Oneplus 15,799,687.69,0
PRO00948,Furniture,Tables,Horizon Folding Table,229,120,0
PRO00949,Office Supplies,Appliances,Stapler,59,39.23,0.12
PRO00950,Technology,Phones,Oneplus 15,799,687.69,0.15
PRO00951,Technology,Copiers,Smart Colne Lite,19.99,10.23,0.12
PRO00952,Technology,Copiers,Smart Colne Lite,19.99,10.23,0.1
PRO00953,Technology,Phones,Oneplus 15,799,687.69,0.1
PRO00954,Technology,Copiers,Smart Colne Lite,19.99,10.23,0.1
PRO00955,Technology,Phones,Oneplus 15,799,687.69,0.12
PRO00956,Technology,Accessories,Scanner,299.99,187.89,0
PRO00957,Technology,Machines,Hyper Mach Plus,"1,399",1265.56,0
PRO00958,Office Supplies,Fasteners,Locktight Pro,10.99,10.99,0
PRO00959,Technology,Machines,Hyper Mach Plus,"1,399",1265.56,0.1
PRO00960,Furniture,Furnishings,Velvet Touch Rug,249,150,0.12
PRO00961,Technology,Accessories,Scanner,299.99,187.89,0.13
PRO00962,Office Supplies,Supplies,Ever Glow,19.99,8.5,0
PRO00963,Office Supplies,Binders,Officeplus Binder,6.99,3,0
PRO00964,Office Supplies,Fasteners,Locktight Pro,10.99,10.99,0.12
PRO00965,Office Supplies,Binders,Officeplus Binder,6.99,3,0.1
PRO00966,Office Supplies,Paper,Eco Paper Roll,29.99,15,0
PRO00967,Office Supplies,Binders,Officeplus Binder,6.99,3,0.1
PRO00968,Office Supplies,Fasteners,Locktight Pro,10.99,10.99,0.1
PRO00969,Office Supplies,Art,Envelope,10,5,0.11
PRO00970,Office Supplies,Binders,Officeplus Binder,6.99,3,0.12
PRO00971,Furniture,Furnishings,Velvet Touch Rug,249,150,0.12
PRO00972,Office Supplies,Envelopes,Eagleseal Premiun,8.99,3.5,0.1
PRO00973,Office Supplies,Labels,Elite Tag Stickers,9.99,4.5,0
PRO00974,Office Supplies,Art,Envelope,10,5,0
PRO00975,Technology,Copiers,Smart Colne Lite,19.99,10.23,0
PRO00976,Office Supplies,Art,Envelope,10,5,0
PRO00977,Office Supplies,Labels,Elite Tag Stickers,9.99,4.5,0
PRO00978,Office Supplies,Storage,Mesa Valley Storage,89,40,0
PRO00979,Office Supplies,Fasteners,Locktight Pro,10.99,10.99,0.12
PRO00980,Technology,Copiers,Smart Colne Lite,19.99,10.23,0.15
PRO00981,Technology,Phones,Oneplus 15,799,687.69,0.12
PRO00982,Office Supplies,Storage,Mesa Valley Storage,89,40,0.1
PRO00983,Furniture,Chairs,StyleSit Modern,249,150,0.1
PRO00984,Office Supplies,Art,Envelope,10,5,0.1
PRO00985,Furniture,Chairs,StyleSit Modern,249,150,0.12
PRO00986,Furniture,Chairs,StyleSit Modern,249,150,0
PRO00987,Office Supplies,Storage,Mesa Valley Storage,89,40,0
PRO00988,Technology,Phones,Oneplus 15,799,687.69,0.1
PRO00989,Office Supplies,Art,Envelope,10,5,0.1
PRO00990,Office Supplies,Fasteners,Locktight Pro,10.99,10.99,0.11
PRO00991,Office Supplies,Paper,Eco Paper Roll,29.99,15,0.12
PRO00992,Technology,Machines,Hyper Mach Plus,"1,399",1265.56,0.12
PRO00993,Technology,Phones,Oneplus 15,799,687.69,0.1
PRO00994,Technology,Phones,Oneplus 15,799,687.69,0
PRO00995,Office Supplies,Binders,Officeplus Binder,6.99,3,0
PRO00996,Technology,Accessories,Scanner,299.99,187.89,0
PRO00997,Technology,Copiers,Smart Colne Lite,19.99,10.23,0
PRO00998,Office Supplies,Paper,Eco Paper Roll,29.99,15,0
PRO00999,Office Supplies,Appliances,Stapler,59,39.23,0
